Source Row,Release Set,Release Date,Product,Product Type,Card Name,Card Number,Variant,Region,Notes
placeholders.csv:170,151,2023-09-22,Poster Collection,Collection Box,Bulbasaur,SVP046,Smooth Cosmos,US/UK,Initial release; later reprinted with Pixel Cosmos
placeholders.csv:171,151,,Poster Collection (Reprint),Collection Box,Bulbasaur,SVP046,Pixel Cosmos,US/UK,Early 2024 reprint
placeholders.csv:172,151,2023-09-22,Poster Collection,Collection Box,Charmander,SVP047,Smooth Cosmos,US/UK,Initial release; later reprinted with Pixel Cosmos
placeholders.csv:173,151,,Poster Collection (Reprint),Collection Box,Charmander,SVP047,Pixel Cosmos,US/UK,Early 2024 reprint
placeholders.csv:174,151,2023-09-22,Poster Collection,Collection Box,Squirtle,SVP048,Smooth Cosmos,US/UK,Initial release; later reprinted with Pixel Cosmos
placeholders.csv:175,151,,Poster Collection (Reprint),Collection Box,Squirtle,SVP048,Pixel Cosmos,US/UK,Early 2024 reprint
placeholders.csv:176,151,2023-09-22,Evolving Powers Premium Collection,Premium Collection,Magnemite,SVI063,Reprint,US/UK,
placeholders.csv:177,151,2023-09-22,Evolving Powers Premium Collection,Premium Collection,Magneton,SVI064,Reprint,US/UK,
placeholders.csv:178,151,2023-09-22,Evolving Powers Premium Collection,Premium Collection,Magnezone ex,SVI065,Reprint,US/UK,
placeholders.csv:179,151,2023-09-22,Evolving Powers Premium Collection,Premium Collection,Ralts,SVI084,Reprint,US/UK,
placeholders.csv:180,151,2023-09-22,Evolving Powers Premium Collection,Premium Collection,Kirlia,SVI085,Reprint,US/UK,
placeholders.csv:181,151,2023-09-22,Evolving Powers Premium Collection,Premium Collection,Gardevoir ex,SVI086,Reprint,US/UK,
placeholders.csv:182,151,2023-10-06,Zapdos ex Collection,Collection Box,Zapdos ex,SVP049,Black Star Promo,US/UK,
placeholders.csv:183,151,2023-10-06,Zapdos ex Collection,Collection Box,Electabuzz,MEW125,Smooth Cosmos,US/UK,
placeholders.csv:184,151,2023-10-06,Zapdos ex Collection (Reprint),Collection Box,Electabuzz,MEW125,Pixel Cosmos,US/UK,
placeholders.csv:185,151,2023-10-06,Alakazam ex Collection,Collection Box,Alakazam ex,SVP050,Black Star Promo,US/UK,
placeholders.csv:186,151,2023-10-06,Alakazam ex Collection,Collection Box,Abra,MEW063,Smooth Cosmos,US/UK,
placeholders.csv:187,151,2023-10-06,Alakazam ex Collection (Reprint),Collection Box,Abra,MEW063,Pixel Cosmos,US/UK,
placeholders.csv:188,151,2023-10-06,Alakazam ex Collection,Collection Box,Kadabra,MEW064,Pixel Cosmos,US/UK,
placeholders.csv:189,151,2023-10-06,Ultra-Premium Collection,Ultra-Premium Collection,Mewtwo,SVP052,Black Star Promo,US/UK,
placeholders.csv:190,151,2023-10-06,Ultra-Premium Collection,Ultra-Premium Collection,Mew ex,SVP053,Black Star Promo,US/UK,
placeholders.csv:191,151,2023-10-06,Ultra-Premium Collection,Ultra-Premium Collection,Mew ex,MEW205,Metal Card,US/UK,
placeholders.csv:192,151,2023-10-06,Greninja ex Battle Deck,ex Battle Deck,Greninja ex,SVP054,Black Star Promo,US/UK,Cut from Obsidian Flames during localization
placeholders.csv:193,151,2023-10-06,Kangaskhan ex Battle Deck,ex Battle Deck,Kangaskhan ex,SVP055,Black Star Promo,US/UK,Alternate artwork
placeholders.csv:194,151,2023-10-06,Greninja & Kangaskhan ex Battle Decks,ex Battle Deck,Arboliva,SVI023,Non Holo,US/UK,Exclusive promotional card; exact deck mapping to verify
placeholders.csv:195,151,2023-10-06,Greninja & Kangaskhan ex Battle Decks,ex Battle Deck,Quaquaval,SVI054,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:196,151,2023-10-06,Greninja & Kangaskhan ex Battle Decks,ex Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card; exact deck mapping to verify
placeholders.csv:197,151,2023-10-20,Charizard ex Premium Collection,Premium Collection,Charizard ex,SVP056,Black Star Promo,US/UK,Alternate artwork
placeholders.csv:198,151,2023-10-20,Charizard ex Premium Collection,Premium Collection,Charmander,OBF026,Mirage Holo,US/UK,Product-exclusive holo treatment
placeholders.csv:199,151,2023-10-20,Charizard ex Premium Collection,Premium Collection,Charmeleon,OBF027,Mirage Holo,US/UK,Product-exclusive holo treatment
placeholders.csv:200,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Chi-Yu,SVP057,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:201,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Iron Bundle,SVP058,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:202,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Xatu,SVP059,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:203,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Aegislash,SVP060,Black Star Promo,US/UK,One of four possible promo decks
placeholders.csv:204,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Chi-Yu,SVP057,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:205,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Iron Bundle,SVP058,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:206,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Xatu,SVP059,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:207,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Aegislash,SVP060,Staff Stamp,US/UK,Prerelease staff variant
placeholders.csv:208,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Iron Moth,PAR028,Non Holo,US/UK,Deck-exclusive
placeholders.csv:209,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Chi-Yu,PAR029,Non Holo,US/UK,Deck-exclusive
placeholders.csv:210,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Golisopod,PAR049,Non Holo,US/UK,Deck-exclusive
placeholders.csv:211,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Xatu,PAR072,Non Holo,US/UK,Deck-exclusive
placeholders.csv:212,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Espathra,PAR081,Non Holo,US/UK,Deck-exclusive
placeholders.csv:213,Paradox Rift,2023-10-20,Build & Battle Box,Build & Battle Box,Aegislash,PAR134,Non Holo,US/UK,Deck-exclusive
placeholders.csv:214,Paradox Rift,2023-11-03,Hobby Co-Op Marketing Kit,Marketing Kit,Oddish,SVP102,Black Star Promo,US/UK,Ava's Oddish promo card
placeholders.csv:215,Paradox Rift,2023-11-03,Single Pack Blister,Single Pack Blister,Pineco,SVP061,Cosmos Holo,US/UK,
placeholders.csv:216,Paradox Rift,2023-11-03,Single Pack Blister,Single Pack Blister,Sinistea,SVP062,Cosmos Holo,US/UK,
placeholders.csv:217,Paradox Rift,2023-11-03,3-Pack Blister,Three Pack Blister,Cetitan,SVP063,Cosmos Holo,US/UK,
placeholders.csv:218,Paradox Rift,2023-11-03,3-Pack Blister,Three Pack Blister,Arctibax,SVP064,Cosmos Holo,US/UK,
placeholders.csv:219,Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Ceruledge,PAL098,Cosmos Holo,US/UK,
placeholders.csv:220,Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Tinkaton,PAL105,Cosmos Holo,US/UK,
placeholders.csv:221,Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Glimmora,PAL126,Cosmos Holo,US/UK,
placeholders.csv:222,Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Hydreigon,PAL140,Cosmos Holo,US/UK,
placeholders.csv:223,Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Charcadet,PAL039,Non Holo,US/UK,Included with Ceruledge blister
placeholders.csv:224,Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Tinkatink,PAL102,Non Holo,US/UK,Included with Tinkaton blister
placeholders.csv:225,Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Tinkatuff,PAL104,Non Holo,US/UK,Included with Tinkaton blister
placeholders.csv:226,Paradox Rift,2023-11-03,Stage 1 Blister,Stage 1 Blister,Glimmet,PAL124,Non Holo,US/UK,Included with Glimmora blister
placeholders.csv:227,Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Deino,PAL138,Non Holo,US/UK,Included with Hydreigon blister
placeholders.csv:228,Paradox Rift,2023-11-03,Premium Checklane Blister,Premium Checklane Blister,Zweilous,PAL139,Non Holo,US/UK,Included with Hydreigon blister
placeholders.csv:229,Paradox Rift,2023-11-03,Elite Trainer Box,Elite Trainer Box,Scream Tail,SVP065,Black Star Promo,US/UK,
placeholders.csv:230,Paradox Rift,2023-11-03,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Scream Tail,SVP065,Pokemon Center Stamp,US/UK,
placeholders.csv:231,Paradox Rift,2023-11-03,Elite Trainer Box,Elite Trainer Box,Iron Bundle,SVP066,Black Star Promo,US/UK,
placeholders.csv:232,Paradox Rift,2023-11-03,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Iron Bundle,SVP066,Pokemon Center Stamp,US/UK,
placeholders.csv:233,Paradox Rift,2023-11-03,Oinkologne ex Box,Collection Box,Lechonk,SVI154,Cosmos Holo,US/UK,Product-exclusive holo treatment
placeholders.csv:234,Paradox Rift,2023-11-03,Oinkologne ex Box,Collection Box,Oinkologne ex,SVI158,Holo,US/UK,
placeholders.csv:235,Paradox Rift,2023-11-03,Gyarados ex Premium Collection,Premium Collection,Magikarp,SVI044,Parallel Holo,US/UK,
placeholders.csv:236,Paradox Rift,2023-11-03,Gyarados ex Premium Collection,Premium Collection,Gyarados ex,SVI225,Holo,US/UK,
placeholders.csv:237,Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Klawf,SVI122,Pixel Cosmos,US/UK,
placeholders.csv:238,Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Gyarados,PAL043,Pixel Cosmos,US/UK,
placeholders.csv:239,Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Luxray,PAL071,Pixel Cosmos,US/UK,Some bundles mistakenly included a second Klawf instead
placeholders.csv:240,Paradox Rift,2023-11-03,Paldea Friends Mini Tin 5-Pack,Mini Tin 5-Pack,Orthworm,PAL151,Pixel Cosmos,US/UK,
placeholders.csv:241,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Chi-Yu,SVP057,Black Star Promo,US/UK,Contains two Build & Battle Boxes
placeholders.csv:242,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Iron Bundle,SVP058,Black Star Promo,US/UK,Contains two Build & Battle Boxes
placeholders.csv:243,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Xatu,SVP059,Black Star Promo,US/UK,Contains two Build & Battle Boxes
placeholders.csv:244,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Aegislash,SVP060,Black Star Promo,US/UK,Contains two Build & Battle Boxes
placeholders.csv:245,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Iron Moth,PAR028,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
placeholders.csv:246,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Chi-Yu,PAR029,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
placeholders.csv:247,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Golisopod,PAR049,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
placeholders.csv:248,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Xatu,PAR072,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
placeholders.csv:249,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Espathra,PAR081,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
placeholders.csv:250,Paradox Rift,2023-11-17,Build & Battle Stadium,Build & Battle Stadium,Aegislash,PAR134,Non Holo,US/UK,Deck-exclusive; contains two Build & Battle Boxes
placeholders.csv:251,Paradox Rift,2023-11-17,Roaring Moon ex Box,Collection Box,Roaring Moon ex,SVP067,Black Star Promo,US/UK,
placeholders.csv:252,Paradox Rift,2023-11-17,Roaring Moon ex Box,Collection Box,Brute Bonnet,PAR123,Cosmos Holo,US/UK,
placeholders.csv:253,Paradox Rift,2023-11-17,Roaring Moon ex Box,Collection Box,Ancient Booster Energy Capsule,PAR159,Cosmos Holo,US/UK,
placeholders.csv:254,Paradox Rift,2023-11-17,Iron Valiant ex Box,Collection Box,Iron Valiant ex,SVP068,Black Star Promo,US/UK,
placeholders.csv:255,Paradox Rift,2023-11-17,Iron Valiant ex Box,Collection Box,Iron Moth,PAR028,Cosmos Holo,US/UK,
placeholders.csv:256,Paradox Rift,2023-11-17,Iron Valiant ex Box,Collection Box,Future Booster Energy Capsule,PAR164,Cosmos Holo,US/UK,
placeholders.csv:257,Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Meowscarada,SVI015,Cosmos Holo,North America,
placeholders.csv:258,Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Meowscarada,SVI015,Starlight Holo,Europe,
placeholders.csv:259,Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Skeledirge,SVI038,Cosmos Holo,North America,
placeholders.csv:260,Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Skeledirge,SVI038,Starlight Holo,Europe,
placeholders.csv:261,Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Quaquaval,SVI054,Cosmos Holo,North America,
placeholders.csv:262,Paradox Rift,2023-11-17,Fall 2023 Collector Chest,Collector Chest,Quaquaval,SVI054,Starlight Holo,Europe,
placeholders.csv:263,Paradox Rift,2023-11-17,Miraidon ex League Battle Deck,League Battle Deck,Professor's Research,SVI190,Non Holo,US/UK,Rereleased promotional card
placeholders.csv:264,Paradox Rift,2023-11-17,Miraidon ex League Battle Deck,League Battle Deck,Boss's Orders,PAL172,Non Holo,US/UK,Rereleased promotional card
placeholders.csv:265,Paradox Rift,2024-01-05,Scarlet & Violet Knock Out Collection: Iron Jugulis,Knock Out Collection,Iron Jugulis,PAR158,Pixel Cosmos,US/UK,
placeholders.csv:266,Paradox Rift,2024-01-05,Enhanced 2-Pack Blister,2-Pack Blister,Pawmot,PAL076,Reprint,US/UK,
placeholders.csv:267,Paldean Fates,2024-01-26,Elite Trainer Box,Elite Trainer Box,Mimikyu,SVP075,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:268,Paldean Fates,2024-01-26,Pokemon Center ETB,Pokemon Center Elite Trainer Box,Mimikyu,SVP075,Pokemon Center Stamp,US/UK,
placeholders.csv:269,Paldean Fates,2024-01-26,Tech Sticker Collection,Tech Sticker Collection,Fidough,SVP069,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:270,Paldean Fates,2024-01-26,Tech Sticker Collection,Tech Sticker Collection,Greavard,SVP070,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:271,Paldean Fates,2024-01-26,Tech Sticker Collection,Tech Sticker Collection,Maschiff,SVP071,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:272,Paldean Fates,2024-02-09,Paldean Fates Tin,Tin,Great Tusk ex,SVP072,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:273,Paldean Fates,2024-02-09,Paldean Fates Tin,Tin,Iron Treads ex,SVP073,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:274,Paldean Fates,2024-02-09,Paldean Fates Tin,Tin,Charizard ex,SVP074,Black Star Promo,US/UK,Available in hexagonal and octagonal tin designs
placeholders.csv:275,Paldean Fates,2024-02-09,Meowscarada ex Premium Collection,Premium Collection,Sprigatito,SVP076,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:276,Paldean Fates,2024-02-09,Meowscarada ex Premium Collection,Premium Collection,Floragato,SVP077,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:277,Paldean Fates,2024-02-09,Meowscarada ex Premium Collection,Premium Collection,Meowscarada ex,SVP078,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:278,Paldean Fates,2024-02-09,Skeledirge ex Premium Collection,Premium Collection,Fuecoco,SVP079,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:279,Paldean Fates,2024-02-09,Skeledirge ex Premium Collection,Premium Collection,Crocalor,SVP080,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:280,Paldean Fates,2024-02-09,Skeledirge ex Premium Collection,Premium Collection,Skeledirge ex,SVP081,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:281,Paldean Fates,2024-02-09,Quaquaval ex Premium Collection,Premium Collection,Quaxly,SVP082,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:282,Paldean Fates,2024-02-09,Quaquaval ex Premium Collection,Premium Collection,Quaxwell,SVP083,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:283,Paldean Fates,2024-02-09,Quaquaval ex Premium Collection,Premium Collection,Quaquaval ex,SVP084,Black Star Promo,US/UK,Cut from Paldean Fates during localization
placeholders.csv:284,Paldean Fates,2024-02-23,Mabosstiff ex Box,Collection Box,Mabosstiff ex,SVP086,Black Star Promo,US/UK,
placeholders.csv:285,Paldean Fates,2024-02-23,Mabosstiff ex Box,Collection Box,Maschiff,PAL142,Cosmos Holo,US/UK,
placeholders.csv:286,Paldean Fates,2024-02-23,Mabosstiff ex Showcase,Showcase,Mabosstiff ex,SVP086,Black Star Promo,US/UK,
placeholders.csv:287,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Lugia ex,Venusaur Deck 017,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:288,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Sun Seed,Venusaur Deck 027,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:289,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Ho-Oh ex,Charizard Deck 007,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:290,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Scorching Charcoal,Charizard Deck 026,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:291,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Suicune ex,Blastoise Deck 010,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:292,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Mr. Mime,Blastoise Deck 013,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:293,Paldean Fates,2024-02-23,Combined Powers Premium Collection,Premium Collection,Drops in the Ocean,Blastoise Deck 021,Reprint,US/UK,From Pokemon Trading Card Game Classic
placeholders.csv:294,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Sprigatito ex,SVP087,Black Star Promo,US/UK,
placeholders.csv:295,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pikachu,SVP088,Black Star Promo,US/UK,
placeholders.csv:296,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pawmi,PAL074,Cosmos Holo,US/UK,
placeholders.csv:297,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pawmo,PAL075,Cosmos Holo,US/UK,
placeholders.csv:298,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Tandemaus,PAL167,Cosmos Holo,US/UK,
placeholders.csv:299,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Pawmot ex,OBF073,Holo,US/UK,
placeholders.csv:300,Paldean Fates,2024-03-01,Paldea Adventure Chest,Collector Chest,Maushold ex,PAR155,Holo,US/UK,
placeholders.csv:301,Temporal Forces,2024-03-09,Build & Battle Box,Build & Battle Box,Feraligatr,SVP089,Black Star Promo,US/UK,One of four possible promo decks
