Category,Card Name,Card Number,Variant,Region,Purchase Options,Source Rows
Prize Pack Cards,Team Rocket's Archer,DRI170,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:75
Prize Pack Cards,Team Rocket's Ariana,DRI171,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:76
Prize Pack Cards,Team Rocket's Factory,DRI173,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:78
Prize Pack Cards,Team Rocket's Giovanni,DRI174,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:79
Prize Pack Cards,Team Rocket's Petrel,DRI176,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:80
Prize Pack Cards,Team Rocket's Proton,DRI177,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:81
Prize Pack Cards,Team Rocket's Transceiver,DRI178,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:82
Prize Pack Cards,Team Rocket's Energy,DRI182,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:77
Prize Pack Cards,N's Darmanitan,JTG027,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:45 | prize_pack_series8.csv:39
Prize Pack Cards,Iono's Voltorb,JTG047,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:32 | prize_pack_series8.csv:23
Prize Pack Cards,Iono's Bellibolt ex,JTG053,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:30 | prize_pack_series8.csv:21
Prize Pack Cards,Iono's Kilowattrel,JTG055,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:31 | prize_pack_series8.csv:22
Prize Pack Cards,Lillie's Clefairy ex,JTG056,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:38 | prize_pack_series8.csv:26
Prize Pack Cards,Lillie's Ribombee,JTG067,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:39 | prize_pack_series8.csv:27
Prize Pack Cards,Mamoswine ex,JTG079,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:41
Prize Pack Cards,Tyranitar,JTG095,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:57
Prize Pack Cards,N's Zoroark ex,JTG098,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:47 | prize_pack_series8.csv:41
Prize Pack Cards,Hop's Zacian ex,JTG111,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:29 | prize_pack_series8.csv:20
Prize Pack Cards,N's Reshiram,JTG116,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:46 | prize_pack_series8.csv:40
Prize Pack Cards,Hop's Snorlax,JTG117,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:28 | prize_pack_series8.csv:19
Prize Pack Cards,Hop's Dubwool,JTG136,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:27 | prize_pack_series8.csv:18
Prize Pack Cards,Brock's Scouting,JTG146,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:64
Prize Pack Cards,Hop's Bag,JTG147,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:74
Prize Pack Cards,Hop's Choice Band,JTG148,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:75 | prize_pack_series8.csv:59
Prize Pack Cards,Iris's Fighting Spirit,JTG149,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:76
Prize Pack Cards,Levincia,JTG150,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:78 | prize_pack_series8.csv:61
Prize Pack Cards,Lillie's Pearl,JTG151,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:79 | prize_pack_series8.csv:63
Prize Pack Cards,N's Castle,JTG152,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:82
Prize Pack Cards,N's PP Up,JTG153,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:83 | prize_pack_series8.csv:67
Prize Pack Cards,Postwick,JTG154,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:84 | prize_pack_series8.csv:68
Prize Pack Cards,Basic Grass Energy,MEE001,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:87
Prize Pack Cards,Basic Fire Energy,MEE002,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:86
Prize Pack Cards,Basic Water Energy,MEE003,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:91
Prize Pack Cards,Basic Lightning Energy,MEE004,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:88
Prize Pack Cards,Basic Psychic Energy,MEE005,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:90
Prize Pack Cards,Basic Fighting Energy,MEE006,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:85
Prize Pack Cards,Basic Darkness Energy,MEE007,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:84
Prize Pack Cards,Basic Metal Energy,MEE008,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:89
Prize Pack Cards,Mega Venusaur ex,MEG003,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:38
Prize Pack Cards,Mega Camerupt ex,MEG022,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:31
Prize Pack Cards,Cinderace,MEG028,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:5
Prize Pack Cards,Mega Abomasnow ex,MEG036,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:29
Prize Pack Cards,Mega Manectric ex,MEG050,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:36
Prize Pack Cards,Mega Gardevoir ex,MEG060,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:32
Prize Pack Cards,Hariyama,MEG073,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:17
Prize Pack Cards,Lunatone,MEG074,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:28
Prize Pack Cards,Solrock,MEG075,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:44
Prize Pack Cards,Mega Lucario ex,MEG077,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:35
Prize Pack Cards,Mega Absol ex,MEG086,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:30
Prize Pack Cards,Mega Mawile ex,MEG094,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:37
Prize Pack Cards,Mega Latias ex,MEG100,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:34
Prize Pack Cards,Latios,MEG101,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:25
Prize Pack Cards,Mega Kangaskhan ex,MEG104,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:33
Prize Pack Cards,Boss's Orders,MEG114,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:52
Prize Pack Cards,Fighting Gong,MEG116,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:57
Prize Pack Cards,Forest of Vitality,MEG117,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:58
Prize Pack Cards,Iron Defender,MEG118,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:60
Prize Pack Cards,Lillie's Determination,MEG119,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:62
Prize Pack Cards,Mega Signal,MEG121,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:65
Prize Pack Cards,Mystery Garden,MEG122,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:66
Prize Pack Cards,Premium Power Pro,MEG124,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:70
Prize Pack Cards,Risky Ruins,MEG127,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:71
Prize Pack Cards,Strange Timepiece,MEG128,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:73
Prize Pack Cards,Surfing Beach,MEG129,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:74
Prize Pack Cards,Wally's Compassion,MEG132,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:83
Prize Pack Cards,Budew,PRE004,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:8 | prize_pack_series8.csv:4
Prize Pack Cards,Leafeon ex,PRE006,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:37
Prize Pack Cards,Flareon ex,PRE014,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:20
Prize Pack Cards,Vaporeon ex,PRE023,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:59
Prize Pack Cards,Glaceon ex,PRE026,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:24
Prize Pack Cards,Jolteon ex,PRE030,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:34
Prize Pack Cards,Espeon ex,PRE034,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:17
Prize Pack Cards,Umbreon ex,PRE060,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:58
Prize Pack Cards,Eevee ex,PRE075,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:16
Prize Pack Cards,Regigigas,PRE086,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:50
Prize Pack Cards,Max Rod,PRE116,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:80 | prize_pack_series8.csv:64
Prize Pack Cards,Sparkling Crystal,PRE129,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:72
Prize Pack Cards,Joltik,SCR050,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:35
Prize Pack Cards,Archaludon,SCR107,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:2 | prize_pack_series8.csv:2
Prize Pack Cards,Noctowl,SCR115,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:44
Prize Pack Cards,Fan Rotom,SCR118,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:18
Prize Pack Cards,Bouffalant,SCR119,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:7
Prize Pack Cards,Terapagos ex,SCR128,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:56
Prize Pack Cards,Area Zero Underdepths,SCR131,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:60
Prize Pack Cards,Briar,SCR132,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:62
Prize Pack Cards,Crispin,SCR133,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:70
Prize Pack Cards,Glass Trumpet,SCR135,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:72
Prize Pack Cards,Sparkling Crystal,SCR142,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:88
Prize Pack Cards,Galvantula,SFA002,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:22
Prize Pack Cards,Dusclops,SFA019,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:13
Prize Pack Cards,Dusknoir,SFA020,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:14
Prize Pack Cards,Fezandipiti ex,SFA038,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:19
Prize Pack Cards,Colress's Tenacity,SFA057,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:68
Prize Pack Cards,Night Stretcher,SFA061,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:81
Prize Pack Cards,Powerglass,SFA063,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:85
Prize Pack Cards,Ho-Oh,SSP019,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:26
Prize Pack Cards,Ceruledge ex,SSP036,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:9
Prize Pack Cards,Pikachu ex,SSP057,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:48
Prize Pack Cards,Magneton,SSP059,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:40
Prize Pack Cards,Tapu Koko,SSP065,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:52
Prize Pack Cards,Azumarill,SSP074,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:4
Prize Pack Cards,Latias ex,SSP076,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:36
Prize Pack Cards,Sylveon ex,SSP086,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:51
Prize Pack Cards,Gastrodon,SSP107,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:23
Prize Pack Cards,Archaludon ex,SSP130,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:3
Prize Pack Cards,Eevee,SSP143,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:15
Prize Pack Cards,Terapagos,SSP161,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:55
Prize Pack Cards,Brilliant Blender,SSP164,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:63 | prize_pack_series8.csv:53
Prize Pack Cards,Counter Gain,SSP169,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:69
Prize Pack Cards,Energy Search Pro,SSP176,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:55
Prize Pack Cards,Gravity Mountain,SSP177,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:73
Prize Pack Cards,Precious Trolley,SSP185,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:69
Prize Pack Cards,Scramble Switch,SSP186,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:87
Prize Pack Cards,Tera Orb,SSP189,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:89
Prize Pack Cards,Basic Grass Energy,SVE009,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:90
Prize Pack Cards,Basic Fire Energy,SVE010,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:91
Prize Pack Cards,Basic Water Energy,SVE011,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:92
Prize Pack Cards,Basic Lightning Energy,SVE012,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:93
Prize Pack Cards,Basic Psychic Energy,SVE013,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:94
Prize Pack Cards,Basic Fighting Energy,SVE014,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:95
Prize Pack Cards,Basic Darkness Energy,SVE015,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:96
Prize Pack Cards,Basic Metal Energy,SVE016,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:97
Prize Pack Cards,Rabsca,TEF024,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:49
Prize Pack Cards,Drilbur,TEF085,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:11
Prize Pack Cards,Metang,TEF114,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:42
Prize Pack Cards,Dudunsparce,TEF129,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:12
Prize Pack Cards,Bianca's Devotion,TEF142,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:61
Prize Pack Cards,Buddy-Buddy Poffin,TEF144,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:65
Prize Pack Cards,Prime Catcher,TEF157,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:86
Prize Pack Cards,Teal Mask Ogerpon ex,TWM025,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:54
Prize Pack Cards,Froslass,TWM053,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:21
Prize Pack Cards,Iron Thorns ex,TWM077,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:33
Prize Pack Cards,Munkidori,TWM095,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:43
Prize Pack Cards,Conkeldurr,TWM105,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:10
Prize Pack Cards,Greninja ex,TWM106,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:25
Prize Pack Cards,Tatsugiri,TWM131,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:53
Prize Pack Cards,Blissey ex,TWM134,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:5
Prize Pack Cards,Bloodmoon Ursaluna ex,TWM141,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:6
Prize Pack Cards,Bug Catching Set,TWM143,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:66
