Owned,Set Code,Set,Category,Card Number,Card Name,Variant,Region,Purchase Options,Notes
,SVI,Scarlet & Violet,MCAP Cards,SVI189,Professor's Research,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Paldea Evolved - Build & Battle Box | Paldea Evolved - Trainer's Toolkit 2023 | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium | Obsidian Flames - Meowscarada ex Deluxe Battle Deck | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks | Temporal Forces - Gardevoir ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,Deck-exclusive (Professor Sada) | Rereleased from Scarlet & Violet; Professor Sada | Two copies included; rereleased promotional card | Rereleased promotional card | Rereleased promotional card; exact deck mapping to verify | Rereleased promotional card; source text says Sword & Shield 189
,SVI,Scarlet & Violet,MCAP Cards,SVI190,Professor's Research,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Paldea Evolved - Build & Battle Box | Paldea Evolved - Trainer's Toolkit 2023 | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium | Paradox Rift - Miraidon ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks | Surging Sparks - Charizard ex League Battle Deck,Deck-exclusive (Professor Turo) | Rereleased from Scarlet & Violet; Professor Turo | Two copies included; rereleased promotional card | Rereleased promotional card | Rereleased promotional card; source text says Sword & Shield 190
,SVI,Scarlet & Violet,MCAP Cards,SVI225,Gyarados ex,Holo,US/UK,Paradox Rift - Gyarados ex Premium Collection,
,SVI,Scarlet & Violet,Other Cards,SVI015,Meowscarada,Starlight Holo,Europe,Paradox Rift - Fall 2023 Collector Chest,
,SVI,Scarlet & Violet,Other Cards,SVI038,Skeledirge,Starlight Holo,Europe,Paradox Rift - Fall 2023 Collector Chest,
,SVI,Scarlet & Violet,Other Cards,SVI054,Quaquaval,Starlight Holo,Europe,Paradox Rift - Fall 2023 Collector Chest,
,SVI,Scarlet & Violet,Other Cards,SVI081,Miraidon ex,Holo,US/UK,Obsidian Flames - Paradox Powers ex Special Collection,Amazon exclusive
,SVI,Scarlet & Violet,Other Cards,SVI125,Koraidon ex,Holo,US/UK,Obsidian Flames - Paradox Powers ex Special Collection,Amazon exclusive
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP208,Victini,Black Star Promo,US/UK,Black Bolt & White Flare - Unova Victini Illustration Collection,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP209,Thundurus,Black Star Promo,US/UK,Black Bolt & White Flare - Black Bolt Elite Trainer Box,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP209,Thundurus,Pokemon Center Stamp,US/UK,Black Bolt & White Flare - Black Bolt Pokemon Center ETB,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP210,Tornadus,Black Star Promo,US/UK,Black Bolt & White Flare - White Flare Elite Trainer Box,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP210,Tornadus,Pokemon Center Stamp,US/UK,Black Bolt & White Flare - White Flare Pokemon Center ETB,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP211,Gothitelle,Black Star Promo,US/UK,Black Bolt & White Flare - White Flare Tech Sticker Collection,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP212,Reuniclus,Black Star Promo,US/UK,Black Bolt & White Flare - Black Bolt Tech Sticker Collection,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP216,Team Rocket's Mewtwo,Black Star Promo,US/UK,Black Bolt & White Flare - Team Rocket Tin,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP217,Team Rocket's Nidoking,Black Star Promo,US/UK,Black Bolt & White Flare - Team Rocket Tin,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP218,Team Rocket's Persian,Black Star Promo,US/UK,Black Bolt & White Flare - Team Rocket Tin,
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP219,Black Belt's Training,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,SVP promo in Mega-era product
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP220,Black Belt's Training,Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,SVP promo in Mega-era product
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP221,Professor's Research [Professor Birch],Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,SVP promo in Mega-era product
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP222,Professor's Research [Professor Kukui],Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,SVP promo in Mega-era product
,SVP,Scarlet & Violet Black Star Promos,Promo Cards,SVP223,Professor's Research [Professor Magnolia],Black Star Promo,US/UK,Mega Evolution - Trainer's Toolkit 2025,SVP promo in Mega-era product
,TEF,Temporal Forces,Stamped Cards,SVP089,Feraligatr,Black Star Promo,US/UK,Temporal Forces - Build & Battle Box,One of four possible promo decks
,TEF,Temporal Forces,Stamped Cards,SVP090,Metang,Black Star Promo,US/UK,Temporal Forces - Build & Battle Box,One of four possible promo decks
,TEF,Temporal Forces,Stamped Cards,SVP091,Koraidon,Black Star Promo,US/UK,Temporal Forces - Build & Battle Box,One of four possible promo decks
,TEF,Temporal Forces,Stamped Cards,SVP092,Miraidon,Black Star Promo,US/UK,Temporal Forces - Build & Battle Box,One of four possible promo decks
,TEF,Temporal Forces,Stamped Cards,TEF051,Pikachu,2026 Pokemon Day Stamp,US/UK,Mega Evolution - Pokemon Day 2026 Collection,Temporal Forces reprint in Mega-era product | Temporal Forces reprint
,TEF,Temporal Forces,Stamped Cards,TEF119,Koraidon,GameStop Stamp,US,Temporal Forces - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,TEF,Temporal Forces,Stamped Cards,TEF121,Miraidon,Best Buy Stamp,US,Temporal Forces - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,TEF,Temporal Forces,Stamped Cards,TEF123,Raging Bolt,Best Buy Stamp,US,Stellar Crown - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,TEF,Temporal Forces,Staff Cards,SVP089,Feraligatr,Staff Stamp,US/UK,Temporal Forces - Build & Battle Box,Prerelease staff variant
,TEF,Temporal Forces,Staff Cards,SVP090,Metang,Staff Stamp,US/UK,Temporal Forces - Build & Battle Box,Prerelease staff variant
,TEF,Temporal Forces,Staff Cards,SVP091,Koraidon,Staff Stamp,US/UK,Temporal Forces - Build & Battle Box,Prerelease staff variant
,TEF,Temporal Forces,Staff Cards,SVP092,Miraidon,Staff Stamp,US/UK,Temporal Forces - Build & Battle Box,Prerelease staff variant
,TEF,Temporal Forces,Promo Cards,SVP093,Carvanha,Cosmos Holo,US/UK,Temporal Forces - Single Pack Blister,
,TEF,Temporal Forces,Promo Cards,SVP094,Bellibolt,Cosmos Holo,US/UK,Temporal Forces - Single Pack Blister,
,TEF,Temporal Forces,Promo Cards,SVP095,Cleffa,Cosmos Holo,US/UK,Temporal Forces - 3-Pack Blister,
,TEF,Temporal Forces,Promo Cards,SVP096,Cyclizar,Cosmos Holo,US/UK,Temporal Forces - 3-Pack Blister,
,TEF,Temporal Forces,Promo Cards,SVP097,Flutter Mane,Black Star Promo,US/UK,Temporal Forces - Elite Trainer Box,Walking Wake box
,TEF,Temporal Forces,Promo Cards,SVP097,Flutter Mane,Pokemon Center Stamp,US/UK,Temporal Forces - Pokemon Center ETB,Walking Wake box
,TEF,Temporal Forces,Promo Cards,SVP098,Iron Thorns,Black Star Promo,US/UK,Temporal Forces - Elite Trainer Box,Iron Leaves box
,TEF,Temporal Forces,Promo Cards,SVP098,Iron Thorns,Pokemon Center Stamp,US/UK,Temporal Forces - Pokemon Center ETB,Iron Leaves box
,TEF,Temporal Forces,Promo Cards,SVP099,Shroodle,Cosmos Holo,US/UK,Temporal Forces - Grafaiai ex Box,
,TEF,Temporal Forces,Promo Cards,SVP100,Grafaiai ex,Black Star Promo,US/UK,Temporal Forces - Grafaiai ex Box,
,TEF,Temporal Forces,Promo Cards,SVP103,Houndoom ex,Black Star Promo,US/UK,Temporal Forces - Houndoom ex Battle Deck,
,TEF,Temporal Forces,Promo Cards,SVP104,Melmetal ex,Black Star Promo,US/UK,Temporal Forces - Melmetal ex Battle Deck,
,TEF,Temporal Forces,Promo Cards,SVP124,Iono,Black Star Promo,US/UK,Temporal Forces - Iono Premium Tournament Collection,Full Art print
,TEF,Temporal Forces,Promo Cards,SVP125,Armarouge ex,Black Star Promo,US/UK,Temporal Forces - Armarouge ex Premium Collection,Alternate artwork
,TEF,Temporal Forces,MCAP Cards,TEF025,Iron Leaves ex,Holo,US/UK,Stellar Crown - Paradox Wisdom Premium Collection,Best Buy exclusive
,TEF,Temporal Forces,MCAP Cards,TEF038,Gouging Fire ex,Holo,US/UK,Stellar Crown - Paradox Fury Premium Collection,Amazon exclusive
,TEF,Temporal Forces,MCAP Cards,TEF041,Feraligatr,Non Holo,US/UK,Temporal Forces - Build & Battle Box,Deck-exclusive
,TEF,Temporal Forces,MCAP Cards,TEF050,Walking Wake ex,Holo,US/UK,Stellar Crown - Paradox Fury Premium Collection,Amazon exclusive
,TEF,Temporal Forces,MCAP Cards,TEF051,Pikachu,Cosmos Holo,US/UK,Surging Sparks - Fall 2024 Collector Chest,
,TEF,Temporal Forces,MCAP Cards,TEF061,Iron Hands,Non Holo,US/UK,Stellar Crown - Premium Checklane Blister,Included with Iron Thorns blister
,TEF,Temporal Forces,MCAP Cards,TEF062,Iron Thorns,Cosmos Holo,US/UK,Stellar Crown - Premium Checklane Blister,
,TEF,Temporal Forces,MCAP Cards,TEF062,Iron Thorns,Non Holo,US/UK,Temporal Forces - Build & Battle Box,Deck-exclusive
,TEF,Temporal Forces,MCAP Cards,TEF077,Scream Tail,Cosmos Holo,US/UK,Twilight Masquerade - Collector Chest (Back-to-School 2024),
,TEF,Temporal Forces,MCAP Cards,TEF078,Flutter Mane,Non Holo,US/UK,Temporal Forces - Build & Battle Box,Deck-exclusive
,TEF,Temporal Forces,MCAP Cards,TEF079,Iron Valiant,Cosmos Holo,US/UK,Twilight Masquerade - Collector Chest (Back-to-School 2024),
,TEF,Temporal Forces,MCAP Cards,TEF079,Iron Valiant,Non Holo,US/UK,Stellar Crown - Premium Checklane Blister,Included with Iron Thorns blister
,TEF,Temporal Forces,MCAP Cards,TEF079,Scream Tail,Non Holo,US/UK,Stellar Crown - Premium Checklane Blister,Included with Roaring Moon blister
,TEF,Temporal Forces,MCAP Cards,TEF081,Iron Crown ex,Holo,US/UK,Stellar Crown - Paradox Wisdom Premium Collection,Best Buy exclusive
,TEF,Temporal Forces,MCAP Cards,TEF089,Relicanth,Non Holo,US/UK,Temporal Forces - Build & Battle Box,Deck-exclusive
,TEF,Temporal Forces,MCAP Cards,TEF097,Great Tusk,Non Holo,US/UK,Stellar Crown - Stage 1 Blister,Included with Koraidon blister
,TEF,Temporal Forces,MCAP Cards,TEF098,Sandy Shocks,Non Holo,US/UK,Stellar Crown - Stage 1 Blister,Included with Koraidon blister
,TEF,Temporal Forces,MCAP Cards,TEF099,Iron Boulder ex,Holo,US/UK,Stellar Crown - Paradox Wisdom Premium Collection,Best Buy exclusive
,TEF,Temporal Forces,MCAP Cards,TEF109,Roaring Moon,Cosmos Holo,US/UK,Stellar Crown - Premium Checklane Blister,
,TEF,Temporal Forces,MCAP Cards,TEF111,Scizor ex,Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,Target exclusive
,TEF,Temporal Forces,MCAP Cards,TEF118,Iron Treads,Non Holo,US/UK,Stellar Crown - Stage 1 Blister,Included with Miraidon blister
,TEF,Temporal Forces,MCAP Cards,TEF119,Koraidon,Cosmos Holo,US/UK,Stellar Crown - Stage 1 Blister,
,TEF,Temporal Forces,MCAP Cards,TEF119,Koraidon,Non Holo,US/UK,Temporal Forces - Build & Battle Box | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,Deck-exclusive | Rereleased promotional card; exact deck mapping to verify
,TEF,Temporal Forces,MCAP Cards,TEF121,Miraidon,Cosmos Holo,US/UK,Stellar Crown - Stage 1 Blister,
,TEF,Temporal Forces,MCAP Cards,TEF121,Miraidon,Non Holo,US/UK,Temporal Forces - Build & Battle Box | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,Deck-exclusive | Rereleased promotional card; exact deck mapping to verify
,TEF,Temporal Forces,MCAP Cards,TEF123,Raging Bolt ex,Holo,US/UK,Stellar Crown - Paradox Fury Premium Collection,Amazon exclusive
,TEF,Temporal Forces,MCAP Cards,TEF126,Hoothoot,Cosmos Holo,US/UK,Surging Sparks - Bloodmoon Ursaluna ex Box,
,TEF,Temporal Forces,MCAP Cards,TEF127,Noctowl,Cosmos Holo,US/UK,Surging Sparks - Bloodmoon Ursaluna ex Box,
,TEF,Temporal Forces,Prize Pack Cards,TEF024,Rabsca,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TEF,Temporal Forces,Prize Pack Cards,TEF085,Drilbur,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TEF,Temporal Forces,Prize Pack Cards,TEF114,Metang,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TEF,Temporal Forces,Prize Pack Cards,TEF129,Dudunsparce,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TEF,Temporal Forces,Prize Pack Cards,TEF142,Bianca's Devotion,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TEF,Temporal Forces,Prize Pack Cards,TEF144,Buddy-Buddy Poffin,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,TEF,Temporal Forces,Prize Pack Cards,TEF157,Prime Catcher,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TEF,Temporal Forces,Other Cards,TEF104,Gengar ex,Holo,US/UK,Shrouded Fable - Dark Powers ex Special Collection,
,TWM,Twilight Masquerade,Stamped Cards,SVP115,Thwackey,Black Star Promo,US/UK,Twilight Masquerade - Build & Battle Box,One of five possible promo decks
,TWM,Twilight Masquerade,Stamped Cards,SVP116,Infernape,Black Star Promo,US/UK,Twilight Masquerade - Build & Battle Box,One of five possible promo decks
,TWM,Twilight Masquerade,Stamped Cards,SVP117,Froslass,Black Star Promo,US/UK,Twilight Masquerade - Build & Battle Box,One of five possible promo decks
,TWM,Twilight Masquerade,Stamped Cards,SVP118,Tatsugiri,Black Star Promo,US/UK,Twilight Masquerade - Build & Battle Box,One of five possible promo decks
,TWM,Twilight Masquerade,Stamped Cards,TWM022,Sinistcha,Best Buy Stamp,US,Twilight Masquerade - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,TWM,Twilight Masquerade,Stamped Cards,TWM024,Teal Mask Ogerpon,EB Games Stamp,Australia/New Zealand,Twilight Masquerade - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,TWM,Twilight Masquerade,Stamped Cards,TWM024,Teal Mask Ogerpon,GameStop Stamp,Canada,Twilight Masquerade - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,TWM,Twilight Masquerade,Stamped Cards,TWM040,Hearthflame Mask Ogerpon ex,Expansion Logo Stamp,US/UK,Destined Rivals - Masks of Ogerpon Premium Collection,Delayed until July 2025
,TWM,Twilight Masquerade,Stamped Cards,TWM062,Iron Bundle,Cosmos Holo Snowflake Stamp,US/UK,Shrouded Fable - Holiday Calendar 2024,
,TWM,Twilight Masquerade,Stamped Cards,TWM064,Wellspring Mask Ogerpon ex,Expansion Logo Stamp,US/UK,Destined Rivals - Masks of Ogerpon Premium Collection,Delayed until July 2025
,TWM,Twilight Masquerade,Staff Cards,SVP115,Thwackey,Staff Stamp,US/UK,Twilight Masquerade - Build & Battle Box,Prerelease staff variant
,TWM,Twilight Masquerade,Staff Cards,SVP116,Infernape,Staff Stamp,US/UK,Twilight Masquerade - Build & Battle Box,Prerelease staff variant
,TWM,Twilight Masquerade,Staff Cards,SVP117,Froslass,Staff Stamp,US/UK,Twilight Masquerade - Build & Battle Box,Prerelease staff variant
,TWM,Twilight Masquerade,Staff Cards,SVP118,Tatsugiri,Staff Stamp,US/UK,Twilight Masquerade - Build & Battle Box,Prerelease staff variant
,TWM,Twilight Masquerade,Promo Cards,SVP105,Armarouge ex,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP106,Pikachu ex,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP107,Mareep,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP108,Flaaffy,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP109,Ampharos,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP110,Darkrai ex,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP111,Pawniard,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP112,Bisharp,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP113,Kingambit,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP114,Picnicker,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,Promo Cards,SVP114,Picnicker,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,One of five possible promo decks
,TWM,Twilight Masquerade,Promo Cards,SVP119,Toxel,Cosmos Holo,US/UK,Twilight Masquerade - Single Pack Blister,
,TWM,Twilight Masquerade,Promo Cards,SVP120,Pupitar,Cosmos Holo,US/UK,Twilight Masquerade - Single Pack Blister,
,TWM,Twilight Masquerade,Promo Cards,SVP121,Revavroom,Cosmos Holo,US/UK,Twilight Masquerade - 3-Pack Blister,
,TWM,Twilight Masquerade,Promo Cards,SVP122,Snorlax,Cosmos Holo,US/UK,Twilight Masquerade - 3-Pack Blister,
,TWM,Twilight Masquerade,Promo Cards,SVP123,Teal Mask Ogerpon,Black Star Promo,US/UK,Twilight Masquerade - Elite Trainer Box,
,TWM,Twilight Masquerade,Promo Cards,SVP123,Teal Mask Ogerpon,Pokemon Center Stamp,US/UK,Twilight Masquerade - Pokemon Center ETB,
,TWM,Twilight Masquerade,Promo Cards,SVP126,Palafin ex,Black Star Promo,US/UK,Twilight Masquerade - Palafin ex Box,
,TWM,Twilight Masquerade,Promo Cards,SVP127,Walking Wake ex,Black Star Promo,US/UK,Twilight Masquerade - Paradox Clash Tin,Available in hexagonal and octagonal tin designs
,TWM,Twilight Masquerade,Promo Cards,SVP128,Iron Leaves ex,Black Star Promo,US/UK,Twilight Masquerade - Paradox Clash Tin,Available in hexagonal and octagonal tin designs
,TWM,Twilight Masquerade,Promo Cards,SVP142,Victini ex,Black Star Promo,US/UK,Twilight Masquerade - Victini ex Battle Deck,
,TWM,Twilight Masquerade,Promo Cards,SVP143,Miraidon ex,Black Star Promo,US/UK,Twilight Masquerade - Miraidon ex Battle Deck,
,TWM,Twilight Masquerade,Promo Cards,SVP148,Miraidon,Black Star Promo,US/UK,Twilight Masquerade - Battle Academy 2024,
,TWM,Twilight Masquerade,MCAP Cards,TWM018,Dipplin,Cosmos Holo,US/UK,Surging Sparks - Fall 2024 Collector Chest,
,TWM,Twilight Masquerade,MCAP Cards,TWM020,Poltchageist,Non Holo,US/UK,Surging Sparks - Stage 1 Blister,Included with Sinistcha blister
,TWM,Twilight Masquerade,MCAP Cards,TWM022,Sinistcha,Cosmos Holo,US/UK,Surging Sparks - Stage 1 Blister,
,TWM,Twilight Masquerade,MCAP Cards,TWM024,Teal Mask Ogerpon,Cosmos Holo,US/UK,Surging Sparks - Ogerpon ex Premium Collection | Surging Sparks - Fall 2024 Collector Chest,
,TWM,Twilight Masquerade,MCAP Cards,TWM033,Infernape,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,Deck-exclusive
,TWM,Twilight Masquerade,MCAP Cards,TWM036,Litwick,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,Included with Chandelure blister
,TWM,Twilight Masquerade,MCAP Cards,TWM037,Lampent,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,Included with Chandelure blister
,TWM,Twilight Masquerade,MCAP Cards,TWM038,Chandelure,Cosmos Holo,US/UK,Surging Sparks - Premium Checklane Blister,
,TWM,Twilight Masquerade,MCAP Cards,TWM053,Froslass,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,Deck-exclusive
,TWM,Twilight Masquerade,MCAP Cards,TWM059,Finizen,Cosmos Holo,US/UK,Twilight Masquerade - Palafin ex Box,
,TWM,Twilight Masquerade,MCAP Cards,TWM060,Palafin,Cosmos Holo,US/UK,Twilight Masquerade - Palafin ex Box,
,TWM,Twilight Masquerade,MCAP Cards,TWM068,Luxray ex,Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,Target exclusive
,TWM,Twilight Masquerade,MCAP Cards,TWM080,Abra,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,Included with Alakazam blister
,TWM,Twilight Masquerade,MCAP Cards,TWM081,Kadabra,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,Included with Alakazam blister
,TWM,Twilight Masquerade,MCAP Cards,TWM082,Alakazam,Cosmos Holo,US/UK,Surging Sparks - Premium Checklane Blister | Surging Sparks - Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,
,TWM,Twilight Masquerade,MCAP Cards,TWM095,Munkidori,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,Deck-exclusive
,TWM,Twilight Masquerade,MCAP Cards,TWM096,Fezandipiti,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,Deck-exclusive
,TWM,Twilight Masquerade,MCAP Cards,TWM099,Hisuian Growlithe,Non Holo,US/UK,Surging Sparks - Stage 1 Blister,Included with Hisuian Arcanine blister
,TWM,Twilight Masquerade,MCAP Cards,TWM100,Hisuian Arcanine,Cosmos Holo,US/UK,Surging Sparks - Stage 1 Blister,
,TWM,Twilight Masquerade,MCAP Cards,TWM106,Greninja ex,Holo,US/UK,Surging Sparks - Greninja ex Ultra-Premium Collection,Reprint
,TWM,Twilight Masquerade,MCAP Cards,TWM106,Greninja ex,Metal Card,US/UK,Surging Sparks - Greninja ex Ultra-Premium Collection,
,TWM,Twilight Masquerade,MCAP Cards,TWM111,Okidogi,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,Deck-exclusive
,TWM,Twilight Masquerade,MCAP Cards,TWM159,Ogre's Mask,Cosmos Holo,US/UK,Surging Sparks - Ogerpon ex Premium Collection,
,TWM,Twilight Masquerade,Prize Pack Cards,TWM025,Teal Mask Ogerpon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM053,Froslass,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM077,Iron Thorns ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM095,Munkidori,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM105,Conkeldurr,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM106,Greninja ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM131,Tatsugiri,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM134,Blissey ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM141,Bloodmoon Ursaluna ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM143,Bug Catching Set,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM145,Carmine,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM148,Enhanced Hammer,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,TWM,Twilight Masquerade,Prize Pack Cards,TWM153,Jamming Tower,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,WHT,White Flare,Stamped Cards,WHT020,Reshiram ex,White Flare Stamp,US/UK,Black Bolt & White Flare - Unova Heavy Hitters Premium Collection,Costco exclusive
,WHT,White Flare,Stamped Cards,WHT051,Archeops,Excavator Pikachu Stamp,US/UK,Black Bolt & White Flare - Pokemon Fossil Museum merchandise,White Flare reprint in Mega-era product | White Flare reprint
,WHT,White Flare,Stamped Cards,WHT062,Zoroark,White Flare Stamp,US/UK,Black Bolt & White Flare - Unova Heavy Hitters Premium Collection,Costco exclusive
,WHT,White Flare,MCAP Cards,WHT011,Tepig,Set Holo,US/UK,Black Bolt & White Flare - Unova Poster Collection,White Flare holo pattern
,WHT,White Flare,MCAP Cards,WHT021,Oshawott,Set Holo,US/UK,Black Bolt & White Flare - Unova Poster Collection,White Flare holo pattern
,WHT,White Flare,Prize Pack Cards,WHT013,Emboar,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; two checkbox marks extracted
,WHT,White Flare,Prize Pack Cards,WHT020,Reshiram ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
