Generated Set Code,Printed Set Code,Category,Card Name,Card Number,Variant,Region,Override Set Code,Override Category,Exclude,Review Notes,Release Set,Product,Source Rows
SVI,SVI,MCAP Cards,Pawmi,SVI073,Non Holo,US/UK,,,,,,Paldea Evolved - Premium Checklane Blister,placeholders.csv:86
SVI,SVI,MCAP Cards,Pawmo,SVI075,Non Holo,US/UK,,,,,,Paldea Evolved - Premium Checklane Blister,placeholders.csv:87
SVI,SVI,MCAP Cards,Pawmot,SVI076,Non Holo,US/UK,,,,,,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks,placeholders.csv:26 | placeholders.csv:47 | placeholders.csv:334
SVI,SVI,MCAP Cards,Pawmot,SVI076,Vertical Line Holo,US/UK,,,,,,Paldea Evolved - Premium Checklane Blister,placeholders.csv:82
SVI,SVI,MCAP Cards,Miraidon,SVI080,Non Holo,US/UK,,,,,,Scarlet & Violet - Ampharos ex Battle Deck,placeholders.csv:53
SVI,SVI,MCAP Cards,Ralts,SVI084,Reprint,US/UK,,,,,,151 - Evolving Powers Premium Collection,placeholders.csv:179
SVI,SVI,MCAP Cards,Kirlia,SVI085,Reprint,US/UK,,,,,,151 - Evolving Powers Premium Collection,placeholders.csv:180
SVI,SVI,MCAP Cards,Gardevoir ex,SVI086,Reprint,US/UK,,,,,,151 - Evolving Powers Premium Collection,placeholders.csv:181
SVI,SVI,MCAP Cards,Greavard,SVI104,Non Holo,US/UK,,,,,,Obsidian Flames - Stage 1 Blister,placeholders.csv:144
SVI,SVI,MCAP Cards,Greavard,SVI105,Mirage Holo,US/UK,,,,,,Scarlet & Violet - Mimikyu ex Box,placeholders.csv:15
SVI,SVI,MCAP Cards,Houndstone,SVI106,Mirage Holo,US/UK,,,,,,Obsidian Flames - Enhanced 2-Pack Blister,placeholders.csv:130
SVI,SVI,MCAP Cards,Houndstone,SVI106,Non Holo,US/UK,,,,,,Obsidian Flames - Stage 1 Blister,placeholders.csv:145
SVI,SVI,MCAP Cards,Mankey,SVI107,Non Holo,US/UK,,,,,,Obsidian Flames - Premium Checklane Blister,placeholders.csv:138
SVI,SVI,MCAP Cards,Primeape,SVI108,Non Holo,US/UK,,,,,,Obsidian Flames - Premium Checklane Blister,placeholders.csv:139
SVI,SVI,MCAP Cards,Annihilape,SVI109,Non Holo,US/UK,,,,,,Scarlet & Violet - Lucario ex Battle Deck | Obsidian Flames - Premium Checklane Blister,placeholders.csv:55 | placeholders.csv:140
SVI,SVI,MCAP Cards,Hawlucha,SVI118,Non Holo,US/UK,,,,,,Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks,placeholders.csv:333
SVI,SVI,MCAP Cards,Klawf,SVI122,Pixel Cosmos,US/UK,,,,,,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:237
SVI,SVI,MCAP Cards,Koraidon,SVI124,Non Holo,US/UK,,,,,,Scarlet & Violet - Lucario ex Battle Deck,placeholders.csv:56
SVI,SVI,MCAP Cards,Spiritomb,SVI129,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:356
SVI,SVI,MCAP Cards,Pawniard,SVI132,Non Holo,US/UK,,,,,,Obsidian Flames - Premium Checklane Blister,placeholders.csv:141
SVI,SVI,MCAP Cards,Bisharp,SVI133,Non Holo,US/UK,,,,,,Obsidian Flames - Premium Checklane Blister,placeholders.csv:142
SVI,SVI,MCAP Cards,Kingambit,SVI134,Non Holo,US/UK,,,,,,Obsidian Flames - Premium Checklane Blister,placeholders.csv:143
SVI,SVI,MCAP Cards,Varoom,SVI141,Non Holo,US/UK,,,,,,Obsidian Flames - Stage 1 Blister,placeholders.csv:146
SVI,SVI,MCAP Cards,Revavroom,SVI142,Mirage Holo,US/UK,,,,,,Obsidian Flames - Enhanced 2-Pack Blister,placeholders.csv:131
SVI,SVI,MCAP Cards,Revavroom,SVI142,Non Holo,US/UK,,,,,,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Obsidian Flames - Stage 1 Blister | Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:27 | placeholders.csv:48 | placeholders.csv:147 | placeholders.csv:345
SVI,SVI,MCAP Cards,Indeedee,SVI153,Non Holo,US/UK,,,,,,Obsidian Flames - Meowscarada ex Deluxe Battle Deck,placeholders.csv:162
SVI,SVI,MCAP Cards,Lechonk,SVI154,Cosmos Holo,US/UK,,,,,,Paradox Rift - Oinkologne ex Box,placeholders.csv:233
SVI,SVI,MCAP Cards,Oinkologne ex,SVI158,Holo,US/UK,,,,,,Paradox Rift - Oinkologne ex Box,placeholders.csv:234
SVI,SVI,MCAP Cards,Cyclizar,SVI164,Non Holo,US/UK,,,,,,Scarlet & Violet - Lucario ex Battle Deck | Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:57 | placeholders.csv:418
SVI,SVI,MCAP Cards,Professor's Research,SVI189,Non Holo,US/UK,,,,,,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Paldea Evolved - Build & Battle Box | Paldea Evolved - Trainer's Toolkit 2023 | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium | Obsidian Flames - Meowscarada ex Deluxe Battle Deck | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks | Temporal Forces - Gardevoir ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,placeholders.csv:28 | placeholders.csv:49 | placeholders.csv:72 | placeholders.csv:95 | placeholders.csv:105 | placeholders.csv:124 | placeholders.csv:157 | placeholders.csv:163 | placeholders.csv:335 | placeholders.csv:354 | placeholders.csv:450
SVI,SVI,MCAP Cards,Professor's Research,SVI190,Non Holo,US/UK,,,,,,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Paldea Evolved - Build & Battle Box | Paldea Evolved - Trainer's Toolkit 2023 | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium | Paradox Rift - Miraidon ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks | Surging Sparks - Charizard ex League Battle Deck,placeholders.csv:29 | placeholders.csv:50 | placeholders.csv:73 | placeholders.csv:96 | placeholders.csv:106 | placeholders.csv:125 | placeholders.csv:158 | placeholders.csv:263 | placeholders.csv:451 | placeholders.csv:567
SVI,SVI,MCAP Cards,Gyarados ex,SVI225,Holo,US/UK,,,,,,Paradox Rift - Gyarados ex Premium Collection,placeholders.csv:236
TEF,TEF,MCAP Cards,Iron Leaves ex,TEF025,Holo,US/UK,,,,,,Stellar Crown - Paradox Wisdom Premium Collection,placeholders.csv:512
TEF,TEF,MCAP Cards,Gouging Fire ex,TEF038,Holo,US/UK,,,,,,Stellar Crown - Paradox Fury Premium Collection,placeholders.csv:476
TEF,TEF,MCAP Cards,Feraligatr,TEF041,Non Holo,US/UK,,,,,,Temporal Forces - Build & Battle Box,placeholders.csv:309
TEF,TEF,MCAP Cards,Walking Wake ex,TEF050,Holo,US/UK,,,,,,Stellar Crown - Paradox Fury Premium Collection,placeholders.csv:477
TEF,TEF,MCAP Cards,Pikachu,TEF051,Cosmos Holo,US/UK,,,,,,Surging Sparks - Fall 2024 Collector Chest,placeholders.csv:563
TEF,TEF,MCAP Cards,Iron Hands,TEF061,Non Holo,US/UK,,,,,,Stellar Crown - Premium Checklane Blister,placeholders.csv:488
TEF,TEF,MCAP Cards,Iron Thorns,TEF062,Cosmos Holo,US/UK,,,,,,Stellar Crown - Premium Checklane Blister,placeholders.csv:484
TEF,TEF,MCAP Cards,Iron Thorns,TEF062,Non Holo,US/UK,,,,,,Temporal Forces - Build & Battle Box,placeholders.csv:310
TEF,TEF,MCAP Cards,Scream Tail,TEF077,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Collector Chest (Back-to-School 2024),placeholders.csv:411
TEF,TEF,MCAP Cards,Flutter Mane,TEF078,Non Holo,US/UK,,,,,,Temporal Forces - Build & Battle Box,placeholders.csv:311
TEF,TEF,MCAP Cards,Iron Valiant,TEF079,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Collector Chest (Back-to-School 2024),placeholders.csv:412
TEF,TEF,MCAP Cards,Iron Valiant,TEF079,Non Holo,US/UK,,,,,,Stellar Crown - Premium Checklane Blister,placeholders.csv:490
TEF,TEF,MCAP Cards,Scream Tail,TEF079,Non Holo,US/UK,,,,,,Stellar Crown - Premium Checklane Blister,placeholders.csv:489
TEF,TEF,MCAP Cards,Iron Crown ex,TEF081,Holo,US/UK,,,,,,Stellar Crown - Paradox Wisdom Premium Collection,placeholders.csv:513
TEF,TEF,MCAP Cards,Relicanth,TEF089,Non Holo,US/UK,,,,,,Temporal Forces - Build & Battle Box,placeholders.csv:312
TEF,TEF,MCAP Cards,Great Tusk,TEF097,Non Holo,US/UK,,,,,,Stellar Crown - Stage 1 Blister,placeholders.csv:491
TEF,TEF,MCAP Cards,Sandy Shocks,TEF098,Non Holo,US/UK,,,,,,Stellar Crown - Stage 1 Blister,placeholders.csv:492
TEF,TEF,MCAP Cards,Iron Boulder ex,TEF099,Holo,US/UK,,,,,,Stellar Crown - Paradox Wisdom Premium Collection,placeholders.csv:514
TEF,TEF,MCAP Cards,Roaring Moon,TEF109,Cosmos Holo,US/UK,,,,,,Stellar Crown - Premium Checklane Blister,placeholders.csv:485
TEF,TEF,MCAP Cards,Scizor ex,TEF111,Holo,US/UK,,,,,,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:536
TEF,TEF,MCAP Cards,Iron Treads,TEF118,Non Holo,US/UK,,,,,,Stellar Crown - Stage 1 Blister,placeholders.csv:493
TEF,TEF,MCAP Cards,Koraidon,TEF119,Cosmos Holo,US/UK,,,,,,Stellar Crown - Stage 1 Blister,placeholders.csv:486
TEF,TEF,MCAP Cards,Koraidon,TEF119,Non Holo,US/UK,,,,,,Temporal Forces - Build & Battle Box | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,placeholders.csv:313 | placeholders.csv:453
TEF,TEF,MCAP Cards,Miraidon,TEF121,Cosmos Holo,US/UK,,,,,,Stellar Crown - Stage 1 Blister,placeholders.csv:487
TEF,TEF,MCAP Cards,Miraidon,TEF121,Non Holo,US/UK,,,,,,Temporal Forces - Build & Battle Box | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,placeholders.csv:314 | placeholders.csv:454
TEF,TEF,MCAP Cards,Raging Bolt ex,TEF123,Holo,US/UK,,,,,,Stellar Crown - Paradox Fury Premium Collection,placeholders.csv:478
TEF,TEF,MCAP Cards,Hoothoot,TEF126,Cosmos Holo,US/UK,,,,,,Surging Sparks - Bloodmoon Ursaluna ex Box,placeholders.csv:558
TEF,TEF,MCAP Cards,Noctowl,TEF127,Cosmos Holo,US/UK,,,,,,Surging Sparks - Bloodmoon Ursaluna ex Box,placeholders.csv:559
TWM,TWM,MCAP Cards,Dipplin,TWM018,Cosmos Holo,US/UK,,,,,,Surging Sparks - Fall 2024 Collector Chest,placeholders.csv:564
TWM,TWM,MCAP Cards,Poltchageist,TWM020,Non Holo,US/UK,,,,,,Surging Sparks - Stage 1 Blister,placeholders.csv:551
TWM,TWM,MCAP Cards,Sinistcha,TWM022,Cosmos Holo,US/UK,,,,,,Surging Sparks - Stage 1 Blister,placeholders.csv:545
TWM,TWM,MCAP Cards,Teal Mask Ogerpon,TWM024,Cosmos Holo,US/UK,,,,,,Surging Sparks - Ogerpon ex Premium Collection | Surging Sparks - Fall 2024 Collector Chest,placeholders.csv:561 | placeholders.csv:565
TWM,TWM,MCAP Cards,Infernape,TWM033,Non Holo,US/UK,,,,,,Twilight Masquerade - Build & Battle Box,placeholders.csv:374
TWM,TWM,MCAP Cards,Litwick,TWM036,Non Holo,US/UK,,,,,,Surging Sparks - Premium Checklane Blister,placeholders.csv:547
TWM,TWM,MCAP Cards,Lampent,TWM037,Non Holo,US/UK,,,,,,Surging Sparks - Premium Checklane Blister,placeholders.csv:548
TWM,TWM,MCAP Cards,Chandelure,TWM038,Cosmos Holo,US/UK,,,,,,Surging Sparks - Premium Checklane Blister,placeholders.csv:543
TWM,TWM,MCAP Cards,Froslass,TWM053,Non Holo,US/UK,,,,,,Twilight Masquerade - Build & Battle Box,placeholders.csv:375
TWM,TWM,MCAP Cards,Finizen,TWM059,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Palafin ex Box,placeholders.csv:409
TWM,TWM,MCAP Cards,Palafin,TWM060,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Palafin ex Box,placeholders.csv:410
TWM,TWM,MCAP Cards,Luxray ex,TWM068,Holo,US/UK,,,,,,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:538
TWM,TWM,MCAP Cards,Abra,TWM080,Non Holo,US/UK,,,,,,Surging Sparks - Premium Checklane Blister,placeholders.csv:549
TWM,TWM,MCAP Cards,Kadabra,TWM081,Non Holo,US/UK,,,,,,Surging Sparks - Premium Checklane Blister,placeholders.csv:550
TWM,TWM,MCAP Cards,Alakazam,TWM082,Cosmos Holo,US/UK,,,,,,Surging Sparks - Premium Checklane Blister | Surging Sparks - Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,placeholders.csv:544 | placeholders.csv:587
TWM,TWM,MCAP Cards,Munkidori,TWM095,Non Holo,US/UK,,,,,,Twilight Masquerade - Build & Battle Box,placeholders.csv:376
TWM,TWM,MCAP Cards,Fezandipiti,TWM096,Non Holo,US/UK,,,,,,Twilight Masquerade - Build & Battle Box,placeholders.csv:377
TWM,TWM,MCAP Cards,Hisuian Growlithe,TWM099,Non Holo,US/UK,,,,,,Surging Sparks - Stage 1 Blister,placeholders.csv:552
TWM,TWM,MCAP Cards,Hisuian Arcanine,TWM100,Cosmos Holo,US/UK,,,,,,Surging Sparks - Stage 1 Blister,placeholders.csv:546
TWM,TWM,MCAP Cards,Greninja ex,TWM106,Holo,US/UK,,,,,,Surging Sparks - Greninja ex Ultra-Premium Collection,placeholders.csv:533
TWM,TWM,MCAP Cards,Greninja ex,TWM106,Metal Card,US/UK,,,,,,Surging Sparks - Greninja ex Ultra-Premium Collection,placeholders.csv:534
TWM,TWM,MCAP Cards,Okidogi,TWM111,Non Holo,US/UK,,,,,,Twilight Masquerade - Build & Battle Box,placeholders.csv:378
TWM,TWM,MCAP Cards,Ogre's Mask,TWM159,Cosmos Holo,US/UK,,,,,,Surging Sparks - Ogerpon ex Premium Collection,placeholders.csv:562
WHT,WHT,MCAP Cards,Tepig,WHT011,Set Holo,US/UK,,,,,,Black Bolt & White Flare - Unova Poster Collection,placeholders.csv:699
WHT,WHT,MCAP Cards,Oshawott,WHT021,Set Holo,US/UK,,,,,,Black Bolt & White Flare - Unova Poster Collection,placeholders.csv:700
,,MCAP Cards,Mega Darkrai ex,,Black Star Promo,US/UK,,,,,,Pitch Black - Mega Forces Tins,mega_placeholders.csv:170
,,MCAP Cards,Mega Dragonite ex,,Black Star Promo,US/UK,,,,,,Pitch Black - Mega Forces Tins,mega_placeholders.csv:171
,,MCAP Cards,Mega Zeraora ex,,Black Star Promo,US/UK,,,,,,Pitch Black - Mega Forces Tins,mega_placeholders.csv:169
BLASTOISE_DECK,BLASTOISE_DECK,MCAP Cards,Suicune ex,Blastoise Deck 010,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:291
BLASTOISE_DECK,BLASTOISE_DECK,MCAP Cards,Mr. Mime,Blastoise Deck 013,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:292
BLASTOISE_DECK,BLASTOISE_DECK,MCAP Cards,Drops in the Ocean,Blastoise Deck 021,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:293
CHARIZARD_DECK,CHARIZARD_DECK,MCAP Cards,Ho-Oh ex,Charizard Deck 007,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:289
CHARIZARD_DECK,CHARIZARD_DECK,MCAP Cards,Scorching Charcoal,Charizard Deck 026,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:290
VENUSAUR_DECK,VENUSAUR_DECK,MCAP Cards,Lugia ex,Venusaur Deck 017,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:287
VENUSAUR_DECK,VENUSAUR_DECK,MCAP Cards,Sun Seed,Venusaur Deck 027,Reprint,US/UK,,,,,,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:288
BLK,BLK,Prize Pack Cards,Kyurem ex,BLK028,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:24
BLK,BLK,Prize Pack Cards,Eelektrik,BLK031,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:10
BLK,BLK,Prize Pack Cards,Zekrom ex,BLK034,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:50
BLK,BLK,Prize Pack Cards,Conkeldurr,BLK049,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:6
BLK,BLK,Prize Pack Cards,Genesect ex,BLK067,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:16
BLK,BLK,Prize Pack Cards,Air Balloon,BLK079,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:51
DRI,DRI,Prize Pack Cards,Yanmega ex,DRI003,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:49
DRI,DRI,Prize Pack Cards,Cynthia's Roserade,DRI008,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:9
DRI,DRI,Prize Pack Cards,Shaymin,DRI010,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:43
DRI,DRI,Prize Pack Cards,Team Rocket's Spidops,DRI020,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:48
DRI,DRI,Prize Pack Cards,Ethan's Quilava,DRI033,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:14
DRI,DRI,Prize Pack Cards,Ethan's Typhlosion,DRI034,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:15
DRI,DRI,Prize Pack Cards,Ethan's Magcargo,DRI036,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:13
DRI,DRI,Prize Pack Cards,Ethan's Ho-Oh ex,DRI039,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:12
DRI,DRI,Prize Pack Cards,Team Rocket's Mewtwo ex,DRI081,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:46
DRI,DRI,Prize Pack Cards,Cynthia's Gabite,DRI103,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:7
DRI,DRI,Prize Pack Cards,Cynthia's Garchomp ex,DRI104,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:8
DRI,DRI,Prize Pack Cards,Team Rocket's Nidoking ex,DRI119,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:47
DRI,DRI,Prize Pack Cards,Team Rocket's Crobat ex,DRI122,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:45
DRI,DRI,Prize Pack Cards,Arven's Mabosstiff ex,DRI139,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:3
DRI,DRI,Prize Pack Cards,Cynthia's Power Weight,DRI162,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:54
DRI,DRI,Prize Pack Cards,Ethan's Adventure,DRI165,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:56
DRI,DRI,Prize Pack Cards,Team Rocket's Archer,DRI170,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:75
DRI,DRI,Prize Pack Cards,Team Rocket's Ariana,DRI171,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:76
DRI,DRI,Prize Pack Cards,Team Rocket's Factory,DRI173,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:78
DRI,DRI,Prize Pack Cards,Team Rocket's Giovanni,DRI174,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:79
DRI,DRI,Prize Pack Cards,Team Rocket's Petrel,DRI176,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:80
DRI,DRI,Prize Pack Cards,Team Rocket's Proton,DRI177,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:81
DRI,DRI,Prize Pack Cards,Team Rocket's Transceiver,DRI178,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:82
DRI,DRI,Prize Pack Cards,Team Rocket's Energy,DRI182,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:77
JTG,JTG,Prize Pack Cards,N's Darmanitan,JTG027,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:45 | prize_pack_series8.csv:39
JTG,JTG,Prize Pack Cards,Iono's Voltorb,JTG047,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:32 | prize_pack_series8.csv:23
JTG,JTG,Prize Pack Cards,Iono's Bellibolt ex,JTG053,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:30 | prize_pack_series8.csv:21
JTG,JTG,Prize Pack Cards,Iono's Kilowattrel,JTG055,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:31 | prize_pack_series8.csv:22
JTG,JTG,Prize Pack Cards,Lillie's Clefairy ex,JTG056,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:38 | prize_pack_series8.csv:26
JTG,JTG,Prize Pack Cards,Lillie's Ribombee,JTG067,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:39 | prize_pack_series8.csv:27
JTG,JTG,Prize Pack Cards,Mamoswine ex,JTG079,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:41
JTG,JTG,Prize Pack Cards,Tyranitar,JTG095,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:57
JTG,JTG,Prize Pack Cards,N's Zoroark ex,JTG098,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:47 | prize_pack_series8.csv:41
JTG,JTG,Prize Pack Cards,Hop's Zacian ex,JTG111,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:29 | prize_pack_series8.csv:20
JTG,JTG,Prize Pack Cards,N's Reshiram,JTG116,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:46 | prize_pack_series8.csv:40
JTG,JTG,Prize Pack Cards,Hop's Snorlax,JTG117,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:28 | prize_pack_series8.csv:19
JTG,JTG,Prize Pack Cards,Hop's Dubwool,JTG136,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series7.csv:27 | prize_pack_series8.csv:18
JTG,JTG,Prize Pack Cards,Brock's Scouting,JTG146,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:64
JTG,JTG,Prize Pack Cards,Hop's Bag,JTG147,Play Pokemon Stamp,US/UK,,,,,,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:74
